,StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,DistributionChannel,UserLanguage,consent,Q98_First.Click,Q98_Last.Click,Q98_Page.Submit,Q98_Click.Count,PK_1_1,PK_1_2,PK_1_3,PK_1_4,agree_1,informed_1_1,informed_1_2,informed_1_3,informed_1_4,accurate_1,believable_1,trustworthy_1,factual_1,Q99_First.Click,Q99_Last.Click,Q99_Page.Submit,Q99_Click.Count,PK_1imprint_1,PK_1imprint_2,PK_1imprint_3,PK_1imprint_4,agree_1imprint,informed_1imprint_1,informed_1imprint_2,informed_1imprint_3,informed_1imprint_4,accurate_1imprint,believable_1imprint,trustworthy_1imprint,factual_1imprint,Q121_First.Click,Q121_Last.Click,Q121_Page.Submit,Q121_Click.Count,PK_2imprint_1,PK_2imprint_2,PK_2imprint_3,PK_2imprint_4,agree_2imprint,informed_2imprint_1,informed_2imprint_2,informed_2imprint_3,informed_2imprint_4,informed_2imprint_5,accurate_2imprint,believable_2imprint,trustworthy_2imprint,factual_2imprint,Q122_First.Click,Q122_Last.Click,Q122_Page.Submit,Q122_Click.Count,PK_2_1,PK_2_2,PK_2_3,PK_2_4,agree_2,informed_2_1,informed_2_2,informed_2_3,informed_2_4,informed_2_5,accurate_2,believable_2,trustworthy_2,factual_2,Q123_First.Click,Q123_Last.Click,Q123_Page.Submit,Q123_Click.Count,PK_3_1,PK_3_2,PK_3_3,PK_3_4,agree_3,informed_3_1,informed_3_2,informed_3_3,informed_3_4,accurate_3,believable_3,trustworthy_3,factual_3,Q124_First.Click,Q124_Last.Click,Q124_Page.Submit,Q124_Click.Count,PK_3imprint_1,PK_3imprint_2,PK_3imprint_3,PK_3imprint_4,agree_3imprint,informed_3imprint_1,informed_3imprint_2,informed_3imprint_3,informed_3imprint_4,accurate_3imprint,believable_3imprint,trustworthy_3imprint,factual_3imprint,Q125_First.Click,Q125_Last.Click,Q125_Page.Submit,Q125_Click.Count,PK_4imprint_1,PK_4imprint_2,PK_4imprint_3,PK_4imprint_4,agree_4imprint,informed_4imprint_1,informed_4imprint_2,informed_4imprint_3,informed_4imprint_4,accurate_4imprint,believable_4imprint,trustworthy_4imprint,factual_4imprint,Q126_First.Click,Q126_Last.Click,Q126_Page.Submit,Q126_Click.Count,PK_4_1,PK_4_2,PK_4_3,PK_4_4,agree_4,informed_4_1,informed_4_2,informed_4_3,informed_4_4,accurate_4,believable_4,trustworthy_4,factual_4,election_reg,recall_num,recall_name,useful_rank_1,useful_rank_2,useful_rank_3,useful_rank_4,useful_rank_5,useful_rank_6,useful_rank_6_TEXT,reg_know,EPE_1,EPE_2,EPE_3,EPE_4,EPE_5,open_q,partyID,partyID_12_TEXT,age,gender,education,education_6_TEXT,general_confidence_1,general_confidence_2,general_confidence_3,general_confidence_4,general_confidence_5,general_confidence_6,general_confidence_7,general_confidence_8,general_confidence_9,democracy,political_interest,external_efficacy,internal_efficacy,SM_use,SM_frequency_1,Training.condition,Advert.1,Advert.2,Advert.3,Advert.4,Time.taken,Fluent.languages,age_sample,sex_sample,Ethnicity.simplified,Country.of.birth,Country.of.residence,Nationality,Language,Student.status,Employment.status
532,27/03/2024 04:33,27/03/2024 04:52,100,1109,TRUE,27/03/2024 04:52,anonymous,EN,I agree to the above statements and consent to participating in this study,16.902,18.573,18.577,2,Agree, Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,7,7,6,7,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,41.469,42.375,42.38,2,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,7,7,7,7,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,34.13,37.736,37.742,2,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,7,7,7,7,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,113.151,114.478,114.482,2,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree,4,4,3,3,Completely insufficient,2,Campaign for a better Britain,1,2,5,4,3,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Agree,Agree,Agree,Agree,Strongly agree,Up to date fact checking,I do not identify with any political party,,60,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Fairly interested,Not at all ,A great deal ,1/2 hour to 1 hour ,Never,0,0,1,1,0,1122,English,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
533,29/03/2024 04:37,29/03/2024 04:46,100,524,TRUE,29/03/2024 04:46,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,13.811,13.811,13.814,1,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Agree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,34.775,34.775,34.777,1,Disagree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Agree,Somewhat disagree,Strongly agree,4,4,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,25.658,25.658,25.665,1,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,7,7,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,55.112,55.112,55.114,1,Disagree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,4,6,4,2,No opinion/not sure,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,5,2,3,4,6,,Not sure,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,,Green Party,,37,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,A little dissatisfied,Slightly interested,A little ,A moderate amount  ,Less than 1/2 hour ,2-5 times a day,0,1,0,1,0,529,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
534,27/03/2024 04:50,27/03/2024 04:59,100,535,TRUE,27/03/2024 04:59,anonymous,EN,I agree to the above statements and consent to participating in this study,19.674,20.706,20.709,2,Slightly agree,Agree,Slightly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,5,6,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,20.511,22.052,22.055,2,Disagree,Agree,Slightly disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,3,5,3,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,12.807,13.908,13.91,2,Disagree,Slightly agree,Disagree,Slightly agree,Agree,Somewhat agree,Disagree,Agree,Somewhat disagree,5,6,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,21.707,25.49,25.493,2,Slightly disagree,Agree,Slightly disagree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,5,6,5,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,Not sure,"The People’s movement,Breaking Barriers Alliance,Speak Freely Inc.",1,2,5,4,3,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,I would like to see links to back up claims made and to see that information was trustworthy and accurate,Liberal Democrat,,38,Female,"A-level, or equivalent",,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly agree,Agree,Very dissatisfied,Fairly interested,A little ,A little ,1/2 hour to 1 hour ,2-5 times a day,1,0,1,0,1,544,English,38,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time
535,27/03/2024 04:54,27/03/2024 05:04,100,605,TRUE,27/03/2024 05:04,anonymous,EN,I agree to the above statements and consent to participating in this study,7.326,10.707,10.709,2,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,3.942,129.437,129.446,3,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Agree,Strongly disagree,7,7,7,7,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,5.81,21.783,21.791,3,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,6,6,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,19.576,21.551,21.558,2,Slightly disagree,Slightly agree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,4,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly sufficient,Not sure,"Breaking Barriers Alliance,Campaign for a better Britain",2,5,3,1,4,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Links to current party promises,Labour,,23,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Strongly agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Agree,A little dissatisfied,Slightly interested,Not at all ,Not at all ,1/2 hour to 1 hour ,"Once every couple of days	",1,0,1,0,1,611,English,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
536,27/03/2024 04:19,27/03/2024 04:30,100,612,TRUE,27/03/2024 04:30,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,36.515,36.515,36.52,1,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,18.501,18.501,18.508,1,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,4,4,4,4,16.317,16.317,16.319,1,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,5,5,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,75.615,75.615,75.622,1,Disagree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Agree,Agree,5,5,5,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Completely insufficient,2,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1,2,4,3,5,6,,There are no regulatory controls on any type of political advertising during UK elections,Agree,Agree,Somewhat agree,Agree,Strongly agree,,Labour,,39,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Very dissatisfied,Fairly interested,A little ,A little ,Less than 1/2 hour ,"Once a day	",1,1,0,0,1,673,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
537,27/03/2024 05:28,27/03/2024 05:44,100,920,TRUE,27/03/2024 05:44,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,8.221,16.678,16.687,3,Slightly agree,Agree,Slightly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,4,6,3,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,25.297,27.777,27.787,2,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Strongly disagree,3,5,4,2,10.965,12.165,12.178,2,Slightly disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat disagree,Agree,Disagree,4,6,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,67.349,103.558,103.569,4,Disagree,Strongly agree,Slightly disagree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,3,6,3,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,1,"Voice for the People,Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4,2,1,3,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Agree,Agree,Agree,Agree,Strongly agree,statistics,Labour,,23,Non-binary / third gender,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,A little dissatisfied,Very interested ,Not at all ,A little ,Less than 1/2 hour ,Less than once a week,1,1,0,0,1,939,English,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
538,27/03/2024 04:55,27/03/2024 05:03,100,491,TRUE,27/03/2024 05:03,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,30.163,33.532,33.541,2,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,4,3,2,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,6.951,8.24,8.25,2,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,3,3,3,1,20.003,20.003,20.019,1,Neither agree nor disagree,Slightly agree,Strongly disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,6,6,6,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,4.274,67.893,67.901,2,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,5,3,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Slightly insufficient,Not sure,Future First,1,5,2,4,3,6,,Not sure,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Liberal Democrat,,27,Female,"GCSE level, or equivalent",,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Very dissatisfied,Not at all interested,A little ,A little ,Less than 1/2 hour ,"Once a day	",1,1,0,0,1,500,English,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
539,27/03/2024 06:38,27/03/2024 06:57,100,1142,TRUE,27/03/2024 06:57,anonymous,EN,I agree to the above statements and consent to participating in this study,50.008,50.008,50.015,1,Strongly disagree,Agree,Neither agree nor disagree,Slightly disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,5,6,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,71.053,71.053,71.056,1,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,3,4,3,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,58.72,58.72,58.725,1,Disagree,Disagree,Strongly disagree,Slightly agree,Somewhat agree,Agree,Strongly disagree,Strongly disagree,Somewhat agree,4,6,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,133.355,133.355,133.358,1,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,6,6,6,3,Slightly insufficient,0,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",5,2,1,4,3,6,,Not sure,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,I do not identify with any political party,,74,Female,"GCSE level, or equivalent",,Strongly disagree,Somewhat disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Fairly satisfied,Not very interested,Not at all ,A little ,Less than 1/2 hour ,2-5 times a day,1,0,1,1,0,1152,English,73,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
540,27/03/2024 04:25,27/03/2024 04:35,100,610,TRUE,27/03/2024 04:35,anonymous,EN,I agree to the above statements and consent to participating in this study,45.654,45.654,45.659,1,Slightly agree,Agree,Slightly agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,5,4,3,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,36.519,36.519,36.524,1,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,4,5,5,6,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,57.917,57.917,57.925,1,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,5,6,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,52.65,52.65,52.655,1,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,4,4,5,4,Slightly sufficient,2,"Voice for the People,Common Sense Collective,Campaign for a better Britain",1,3,2,4,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,Labour,,23,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,A little dissatisfied,Not very interested,A moderate amount  ,A moderate amount  ,Less than 1/2 hour ,"Once a day	",1,0,1,1,0,615,English,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
541,27/03/2024 04:32,27/03/2024 04:49,100,1002,TRUE,27/03/2024 04:49,anonymous,EN,I agree to the above statements and consent to participating in this study,32.619,32.619,32.622,1,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,7,7,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,41.86,43.587,43.591,2,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Agree,Strongly disagree,7,7,6,6,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,61.571,61.571,61.576,1,Slightly agree,Agree,Slightly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,7,7,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,119.018,129.156,129.161,2,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Agree,7,7,7,7,Mostly insufficient,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",1,2,4,3,5,6,,Not sure,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,"A standardised positioning of who placed the material and a standardised MUCH larger font, rather than having to read ""the small print""",Labour,,61,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Slightly interested,Not at all ,Not at all ,Less than 1/2 hour ,"More than five times a day	",1,0,1,1,0,1013,English,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
542,27/03/2024 04:35,27/03/2024 04:53,100,1038,TRUE,27/03/2024 04:53,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,138.784,138.784,138.79,1,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,3,4,4,5,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,12.662,12.662,12.664,1,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,4,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,601.051,601.051,601.057,1,Disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,5,4,5,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,12.486,12.486,12.489,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,5,4,4,5,No opinion/not sure,0,"Voice for the People,Campaign for a better Britain",5,1,3,2,4,6,,There are no regulatory controls on any type of political advertising during UK elections,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,facts and figures.,Conservative,,36,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Fairly satisfied,Very interested ,A little ,A moderate amount  ,1 to 2 hours ,"More than five times a day	",0,1,0,1,0,1066,"English, Hindi",35,Male,Asian,India,United Kingdom,India,Hindi,DATA_EXPIRED,DATA_EXPIRED
543,27/03/2024 04:57,27/03/2024 05:09,100,735,TRUE,27/03/2024 05:09,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,21.43,21.43,21.432,1,Slightly disagree,Agree,Slightly disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,4,3,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,41.767,41.767,41.769,1,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,4,4,2,1,63.754,63.754,63.757,1,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,6,7,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,48.974,48.974,48.975,1,Slightly disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,4,4,3,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Completely insufficient,0,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1,2,4,3,5,6,,Not sure,Disagree,Disagree,Disagree,Disagree,Strongly agree,who is paying for the production of this information,I do not identify with any political party,,51,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Very dissatisfied,Slightly interested,Not at all ,Not at all ,Less than 1/2 hour ,"Once a day	",1,1,0,0,1,801,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
544,27/03/2024 04:16,27/03/2024 04:28,100,716,TRUE,27/03/2024 04:28,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,73.763,73.763,73.766,1,Slightly agree,Agree,Slightly agree,Agree,Disagree,Agree,Agree,Somewhat disagree,Somewhat agree,2,2,1,6,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,35.458,35.458,35.462,1,Slightly disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Disagree,Agree,Disagree,Strongly disagree,2,2,2,2,28.839,28.839,28.841,1,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Disagree,Agree,Somewhat disagree,2,2,2,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,57.475,57.475,57.477,1,Disagree,Agree,Disagree,Slightly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,2,3,2,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,1,"Common Sense Collective,Speak Freely Inc.",3,4,1,2,5,6,,Not sure,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,"Independent fact checking, who is promoting the material, fact checking",Liberal Democrat,,45,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Disagree,Agree,Agree,Agree,Very dissatisfied,Not very interested,Not at all ,A little ,Less than 1/2 hour ,"Once a week	",1,1,0,0,1,727,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
545,27/03/2024 05:09,27/03/2024 05:24,100,862,TRUE,27/03/2024 05:24,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,34.382,34.382,34.385,1,Slightly agree,Agree,Slightly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Disagree,Somewhat agree,4,5,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,56.195,56.195,56.199,1,Slightly agree,Agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,4,5,3,1,30.973,30.973,30.989,1,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,5,3,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,76.113,94.953,94.971,2,Slightly disagree,Strongly agree,Slightly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,5,5,3,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Completely insufficient,2,"Common Sense Collective,Campaign for a better Britain",3,1,4,2,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Who places the ad. Where the statistics behind the statements come from.,I do not identify with any political party,,64,Male,"Postgraduate (e.g. M.Sc, Ph.D)",,Strongly disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Very dissatisfied,Fairly interested,A little ,A moderate amount  ,Less than 1/2 hour ,Less than once a week,0,1,0,0,1,875,English,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
