"","id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK","informed","PG_value","agree_value","trustworthy_value","believable_value","accurate_value","factual_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","informed2_value","informed3_value","informed4_value","recall_name","useful_rank_1"
"568",145,"1","0","1","0","1","advert.4","0",4,5,7,6,4,4,4,1,"Not sure","incorrect","1","1","1","0","1","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Less than once a week","I do not identify with any political party",54,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,5,5,5,"Future First,Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",5
"569",146,"1","0","0","1","0","advert.1","1",4.25,3.66666666666667,5,2,1,1,2,1,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Conservative",75,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,6,4,3,4,"Campaign for a better Britain",1
"570",146,"1","0","0","1","0","advert.2","0",4.5,5,6,2,3,3,2,1,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Conservative",75,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,6,5,5,5,"Campaign for a better Britain",1
"571",146,"1","0","0","1","0","advert.3","0",4.5,4.33333333333333,5,5,6,6,5,5,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Conservative",75,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,6,4,4,5,"Campaign for a better Britain",1
"572",146,"1","0","0","1","0","advert.4","1",5.25,3.66666666666667,3,5,6,6,6,6,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Conservative",75,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,5,5,6,3,5,3,"Campaign for a better Britain",1
"573",147,"0","1","1","0","1","advert.1","0",4.5,1.33333333333333,7,2,1,1,2,1,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",45,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,2,7,1,2,1,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"574",147,"0","1","1","0","1","advert.2","1",3.75,3.66666666666667,7,2,2,3,2,1,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",45,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,7,1,6,3,5,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"575",147,"0","1","1","0","1","advert.3","1",4.5,3,6,5,3,5,5,3,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",45,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,2,7,3,3,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"576",147,"0","1","1","0","1","advert.4","0",5.75,6,7,5,5,5,5,1,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",45,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5,7,5,6,6,6,6,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"577",148,"0","1","0","1","0","advert.1","0",5.75,5.66666666666667,7,7,6,6,6,6,"1","incorrect","1","0","0","1","0","0","0","0",5,"Not sure",NA,"2-5 times a day","Labour",78,"Female","A-level, or equivalent","White",5,7,5,6,7,4,6,"Common Sense Collective,Campaign for a better Britain",1
"578",148,"0","1","0","1","0","advert.2","1",5,4.66666666666667,7,4,4,5,4,3,"1","incorrect","1","0","0","1","0","0","0","0",5,"Not sure",NA,"2-5 times a day","Labour",78,"Female","A-level, or equivalent","White",5,5,5,5,5,4,5,"Common Sense Collective,Campaign for a better Britain",1
"579",148,"0","1","0","1","0","advert.3","0",5.75,6,7,7,6,7,6,6,"1","incorrect","1","0","0","1","0","0","0","0",5,"Not sure",NA,"2-5 times a day","Labour",78,"Female","A-level, or equivalent","White",6,6,4,7,7,4,7,"Common Sense Collective,Campaign for a better Britain",1
"580",148,"0","1","0","1","0","advert.4","1",4,1,7,5,5,5,5,5,"1","incorrect","1","0","0","1","0","0","0","0",5,"Not sure",NA,"2-5 times a day","Labour",78,"Female","A-level, or equivalent","White",1,7,1,7,1,1,1,"Common Sense Collective,Campaign for a better Britain",1
"581",149,"0","1","1","0","1","advert.1","0",4.5,3.33333333333333,5,5,5,5,5,4,"2","correct","1","1","1","1","1","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Scottish National Party (SNP)",72,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,4,5,3,3,4,"Future First,Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"582",149,"0","1","1","0","1","advert.2","1",5.25,3.33333333333333,5,3,4,4,4,4,"2","correct","1","1","1","1","1","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Scottish National Party (SNP)",72,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,4,6,3,3,4,"Future First,Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"583",149,"0","1","1","0","1","advert.3","1",4.75,2.33333333333333,5,4,2,2,2,2,"2","correct","1","1","1","1","1","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Scottish National Party (SNP)",72,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,6,3,6,2,2,3,"Future First,Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"584",149,"0","1","1","0","1","advert.4","0",5,6.33333333333333,6,5,5,5,5,4,"2","correct","1","1","1","1","1","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Scottish National Party (SNP)",72,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,7,3,6,6,7,6,"Future First,Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"585",150,"0","1","1","0","0","advert.1","0",5.25,3.33333333333333,6,4,4,5,4,2,"Not sure","incorrect","0","1","0","1","0","0","1","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","More than five times a day	","Conservative",59,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,5,5,4,2,4,"Voice for the People,Breaking Barriers Alliance,Campaign for a better Britain",4
"586",150,"0","1","1","0","0","advert.2","1",4.25,4.33333333333333,5,3,3,4,3,2,"Not sure","incorrect","0","1","0","1","0","0","1","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","More than five times a day	","Conservative",59,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,5,4,4,5,"Voice for the People,Breaking Barriers Alliance,Campaign for a better Britain",4
"587",150,"0","1","1","0","0","advert.3","1",4.25,3.66666666666667,4,6,5,6,6,5,"Not sure","incorrect","0","1","0","1","0","0","1","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","More than five times a day	","Conservative",59,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,5,4,4,3,"Voice for the People,Breaking Barriers Alliance,Campaign for a better Britain",4
"588",150,"0","1","1","0","0","advert.4","0",4.5,4,5,4,4,5,4,3,"Not sure","incorrect","0","1","0","1","0","0","1","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","More than five times a day	","Conservative",59,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,4,5,4,4,4,"Voice for the People,Breaking Barriers Alliance,Campaign for a better Britain",4
"589",151,"0","1","0","1","0","advert.1","0",5.25,2,6,2,3,4,4,2,"1","incorrect","1","1","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","Never","Liberal Democrat",44,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,3,6,2,2,2,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"590",151,"0","1","0","1","0","advert.2","1",4.75,4,7,6,4,6,4,3,"1","incorrect","1","1","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","Never","Liberal Democrat",44,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,2,6,4,4,4,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"591",151,"0","1","0","1","0","advert.3","0",5.25,6,6,4,5,5,5,5,"1","incorrect","1","1","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","Never","Liberal Democrat",44,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,2,7,6,6,6,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"592",151,"0","1","0","1","0","advert.4","1",4,6,6,4,3,4,4,4,"1","incorrect","1","1","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","Never","Liberal Democrat",44,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,4,4,4,6,6,6,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"593",152,"1","0","0","1","0","advert.1","1",4,6.33333333333333,7,1,1,2,2,1,"1","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a week	","Labour",76,"Female","GCSE level, or equivalent","White",1,7,1,7,6,6,7,"Common Sense Collective,Campaign for a better Britain",1
"594",152,"1","0","0","1","0","advert.2","0",3.25,6,7,1,2,2,1,1,"1","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a week	","Labour",76,"Female","GCSE level, or equivalent","White",1,7,1,4,5,7,6,"Common Sense Collective,Campaign for a better Britain",1
"595",152,"1","0","0","1","0","advert.3","0",3.75,4.33333333333333,7,3,2,4,3,7,"1","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a week	","Labour",76,"Female","GCSE level, or equivalent","White",1,7,1,6,4,4,5,"Common Sense Collective,Campaign for a better Britain",1
"596",152,"1","0","0","1","0","advert.4","1",3.75,7,7,3,3,2,2,7,"1","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a week	","Labour",76,"Female","GCSE level, or equivalent","White",1,7,1,6,7,7,7,"Common Sense Collective,Campaign for a better Britain",1
"597",153,"1","0","0","1","1","advert.1","1",6.25,5.33333333333333,6,3,3,5,4,3,"2","correct","1","1","0","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",26,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,6,6,5,5,6,"Common Sense Collective,Breaking Barriers Alliance",1
"598",153,"1","0","0","1","1","advert.2","0",5.25,5,6,5,3,5,4,3,"2","correct","1","1","0","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",26,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,7,4,6,5,5,5,"Common Sense Collective,Breaking Barriers Alliance",1
"599",153,"1","0","0","1","1","advert.3","0",5.25,3.66666666666667,6,6,4,6,6,4,"2","correct","1","1","0","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",26,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,7,4,6,3,4,4,"Common Sense Collective,Breaking Barriers Alliance",1
"600",153,"1","0","0","1","1","advert.4","1",5.25,6.66666666666667,5,4,2,3,3,1,"2","correct","1","1","0","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",26,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,7,4,6,7,7,6,"Common Sense Collective,Breaking Barriers Alliance",1
"601",154,"1","0","1","0","0","advert.1","1",6.5,5.66666666666667,7,2,1,2,2,1,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",39,"Female","A-level, or equivalent","White",6,7,6,7,5,7,5,"Campaign for a better Britain",3
"602",154,"1","0","1","0","0","advert.2","0",6.75,5.33333333333333,7,2,1,1,2,1,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",39,"Female","A-level, or equivalent","White",7,7,7,6,5,6,5,"Campaign for a better Britain",3
"603",154,"1","0","1","0","0","advert.3","1",5,3.33333333333333,7,3,1,2,2,1,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",39,"Female","A-level, or equivalent","White",5,6,2,7,2,5,3,"Campaign for a better Britain",3
"604",154,"1","0","1","0","0","advert.4","0",4,3.33333333333333,5,5,5,6,5,2,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",39,"Female","A-level, or equivalent","White",2,6,2,6,3,3,4,"Campaign for a better Britain",3
"605",155,"0","1","1","0","0","advert.1","0",4.5,5,6,6,5,6,6,6,"0","incorrect","1","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once every couple of days	","Labour",32,"Male","A-level, or equivalent","White",4,5,4,5,5,5,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"606",155,"0","1","1","0","0","advert.2","1",4.75,4.33333333333333,6,6,5,7,7,6,"0","incorrect","1","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once every couple of days	","Labour",32,"Male","A-level, or equivalent","White",3,6,4,6,4,3,6,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"607",155,"0","1","1","0","0","advert.3","1",4.5,3.33333333333333,4,5,5,6,6,6,"0","incorrect","1","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once every couple of days	","Labour",32,"Male","A-level, or equivalent","White",3,6,3,6,3,3,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"608",155,"0","1","1","0","0","advert.4","0",4.25,5,5,6,5,6,5,6,"0","incorrect","1","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once every couple of days	","Labour",32,"Male","A-level, or equivalent","White",3,6,3,5,5,5,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"609",156,"1","0","0","1","0","advert.1","1",4.75,3.33333333333333,6,3,5,6,5,5,"2","correct","0","1","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Reform UK",78,"Female","A-level, or equivalent","White",5,6,2,6,2,2,6,"Breaking Barriers Alliance,Campaign for a better Britain",3
"610",156,"1","0","0","1","0","advert.2","0",5.75,4.33333333333333,6,6,5,6,5,4,"2","correct","0","1","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Reform UK",78,"Female","A-level, or equivalent","White",5,6,5,7,5,2,6,"Breaking Barriers Alliance,Campaign for a better Britain",3
"611",156,"1","0","0","1","0","advert.3","0",4.5,4.33333333333333,6,5,5,5,5,5,"2","correct","0","1","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Reform UK",78,"Female","A-level, or equivalent","White",3,5,3,7,5,2,6,"Breaking Barriers Alliance,Campaign for a better Britain",3
"612",156,"1","0","0","1","0","advert.4","1",4.5,3.66666666666667,6,3,4,4,4,4,"2","correct","0","1","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Reform UK",78,"Female","A-level, or equivalent","White",4,6,2,6,4,2,5,"Breaking Barriers Alliance,Campaign for a better Britain",3
"613",158,"0","1","1","0","0","advert.1","0",6,5.33333333333333,7,5,4,5,5,3,"Not sure","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once every couple of days	","Liberal Democrat",41,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,7,6,6,4,"Common Sense Collective,Campaign for a better Britain",3
"614",158,"0","1","1","0","0","advert.2","1",3.5,2,7,6,4,6,5,3,"Not sure","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once every couple of days	","Liberal Democrat",41,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,5,1,2,3,"Common Sense Collective,Campaign for a better Britain",3
"615",158,"0","1","1","0","0","advert.3","1",3.75,5,6,5,4,5,6,5,"Not sure","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once every couple of days	","Liberal Democrat",41,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,6,5,5,5,"Common Sense Collective,Campaign for a better Britain",3
"616",158,"0","1","1","0","0","advert.4","0",3.75,5,7,4,5,4,4,2,"Not sure","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once every couple of days	","Liberal Democrat",41,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,6,7,2,6,"Common Sense Collective,Campaign for a better Britain",3
"617",159,"0","1","1","0","0","advert.1","0",5,5.66666666666667,7,7,6,7,6,6,"2","correct","1","0","0","1","0","1","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","2-5 times a day","Labour",51,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,5,6,6,6,5,"The People’s movement,Common Sense Collective,Campaign for a better Britain",1
"618",159,"0","1","1","0","0","advert.2","1",4.25,6,7,7,7,7,7,6,"2","correct","1","0","0","1","0","1","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","2-5 times a day","Labour",51,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,2,7,6,6,6,"The People’s movement,Common Sense Collective,Campaign for a better Britain",1
"619",159,"0","1","1","0","0","advert.3","1",4,6,5,5,5,6,5,5,"2","correct","1","0","0","1","0","1","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","2-5 times a day","Labour",51,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,6,6,6,"The People’s movement,Common Sense Collective,Campaign for a better Britain",1
"620",159,"0","1","1","0","0","advert.4","0",4,4.33333333333333,7,3,5,7,5,1,"2","correct","1","0","0","1","0","1","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","2-5 times a day","Labour",51,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,3,5,5,"The People’s movement,Common Sense Collective,Campaign for a better Britain",1
"621",160,"1","0","0","1","1","advert.1","1",6.25,4.33333333333333,6,2,4,5,6,5,"3","incorrect","0","1","1","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Less than once a week","Labour",81,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,6,7,5,5,3,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"622",160,"1","0","0","1","1","advert.2","0",5.75,2,6,4,2,3,4,7,"3","incorrect","0","1","1","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Less than once a week","Labour",81,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,4,7,2,2,2,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"623",160,"1","0","0","1","1","advert.3","0",4.5,1.33333333333333,5,5,5,6,6,6,"3","incorrect","0","1","1","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Less than once a week","Labour",81,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,2,7,2,1,1,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"624",160,"1","0","0","1","1","advert.4","1",5.25,5.33333333333333,7,5,6,6,5,6,"3","incorrect","0","1","1","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Less than once a week","Labour",81,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,7,4,6,5,5,6,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"625",161,"0","1","1","0","1","advert.1","0",6.25,7,7,6,5,5,4,2,"2","correct","0","1","0","1","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once every couple of days	","Labour",40,"Male","GCSE level, or equivalent","Black",6,7,6,6,7,7,7,"Breaking Barriers Alliance,Campaign for a better Britain",3
"626",161,"0","1","1","0","1","advert.2","1",6.25,6.33333333333333,7,6,5,4,4,1,"2","correct","0","1","0","1","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once every couple of days	","Labour",40,"Male","GCSE level, or equivalent","Black",6,7,6,6,7,7,5,"Breaking Barriers Alliance,Campaign for a better Britain",3
"627",161,"0","1","1","0","1","advert.3","1",5.75,5,6,6,6,6,6,5,"2","correct","0","1","0","1","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once every couple of days	","Labour",40,"Male","GCSE level, or equivalent","Black",5,7,5,6,7,2,6,"Breaking Barriers Alliance,Campaign for a better Britain",3
"628",161,"0","1","1","0","1","advert.4","0",4,1,7,7,6,6,5,1,"2","correct","0","1","0","1","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once every couple of days	","Labour",40,"Male","GCSE level, or equivalent","Black",1,7,1,7,1,1,1,"Breaking Barriers Alliance,Campaign for a better Britain",3
"629",162,"1","0","1","0","0","advert.1","1",4,4.66666666666667,5,6,5,6,6,6,"Not sure","incorrect","0","0","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",2,6,2,6,5,4,5,"Campaign for a better Britain",1
"630",162,"1","0","1","0","0","advert.2","0",4.25,4.33333333333333,6,5,5,6,5,6,"Not sure","incorrect","0","0","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",2,6,3,6,4,4,5,"Campaign for a better Britain",1
"631",162,"1","0","1","0","0","advert.3","1",3,3.66666666666667,4,6,6,6,6,6,"Not sure","incorrect","0","0","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",2,4,2,4,4,3,4,"Campaign for a better Britain",1
"632",162,"1","0","1","0","0","advert.4","0",3.75,3.66666666666667,6,6,6,6,6,6,"Not sure","incorrect","0","0","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",2,6,2,5,4,3,4,"Campaign for a better Britain",1
"633",163,"0","1","0","1","0","advert.1","0",4,3.66666666666667,7,2,1,1,2,1,"2","correct","0","1","0","0","0","0","1","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Liberal Democrat",54,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,3,3,5,"Voice for the People,Breaking Barriers Alliance",5
"634",163,"0","1","0","1","0","advert.2","1",4,7,7,1,3,2,2,2,"2","correct","0","1","0","0","0","0","1","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Liberal Democrat",54,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,7,7,7,"Voice for the People,Breaking Barriers Alliance",5
