"id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK_advert","credibility","informed","agree_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","PG_value","informed2_value","informed3_value","informed4_value","trustworthy_value","accurate_value","believable_value","factual_value","PK","recall_name","useful_rank_1"
389,"0","1","1","0","1","advert.2","1",2.5,3.5,3.33333333333333,4,"4","incorrect","1","1","1","1","0","0","0","0",1,"Not sure","None, No time at all ","2-5 times a day","I do not identify with any political party",38,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Mixed",2,7,3,7,6,3,3,4,3,4,4,3,4.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",2
389,"0","1","1","0","1","advert.3","1",5.5,5,3.33333333333333,5,"4","incorrect","1","1","1","1","0","0","0","0",1,"Not sure","None, No time at all ","2-5 times a day","I do not identify with any political party",38,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Mixed",6,4,5,5,6,3,4,3,4,6,6,4,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",2
389,"0","1","1","0","1","advert.4","0",2,4,6,4,"4","incorrect","1","1","1","1","0","0","0","0",1,"Not sure","None, No time at all ","2-5 times a day","I do not identify with any political party",38,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Mixed",2,7,2,7,7,6,6,6,5,4,5,2,4.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",2
390,"1","0","1","0","0","advert.1","1",1,1.5,1,1,"2","correct","1","1","0","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","2-5 times a day","Labour",62,"Male","A-level, or equivalent","White",1,7,1,7,7,1,1,1,1,2,2,1,4,"Common Sense Collective,Breaking Barriers Alliance",1
390,"1","0","1","0","0","advert.2","0",1,1,1.66666666666667,2,"2","correct","1","1","0","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","2-5 times a day","Labour",62,"Male","A-level, or equivalent","White",1,7,1,7,7,1,2,2,1,1,1,1,4,"Common Sense Collective,Breaking Barriers Alliance",1
390,"1","0","1","0","0","advert.3","1",1.5,4,5.66666666666667,5,"2","correct","1","1","0","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","2-5 times a day","Labour",62,"Male","A-level, or equivalent","White",2,6,1,6,7,6,5,6,4,5,5,2,3.75,"Common Sense Collective,Breaking Barriers Alliance",1
390,"1","0","1","0","0","advert.4","0",1,2.5,3.33333333333333,3,"2","correct","1","1","0","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","2-5 times a day","Labour",62,"Male","A-level, or equivalent","White",1,7,1,7,7,2,6,2,2,3,4,1,4,"Common Sense Collective,Breaking Barriers Alliance",1
391,"1","0","0","1","0","advert.1","1",4,4.75,5.66666666666667,3,"3","incorrect","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Green Party",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,3,6,6,6,6,5,4,5,5,5,5.25,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
391,"1","0","0","1","0","advert.2","0",3,3.5,5,2,"3","incorrect","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Green Party",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,6,6,5,5,5,3,4,4,3,4.5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
391,"1","0","0","1","0","advert.3","0",1,4,5,5,"3","incorrect","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Green Party",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,6,1,5,3,5,5,5,4,4,4,4,3.25,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
391,"1","0","0","1","0","advert.4","1",2,4,5,5,"3","incorrect","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Green Party",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,5,5,5,5,5,4,4,4,4,4,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
392,"0","1","0","1","0","advert.1","0",6,2,4.33333333333333,3,"1","incorrect","0","0","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,5,6,5,2,6,2,2,2,2,5.75,"Campaign for a better Britain",5
392,"0","1","0","1","0","advert.2","1",6,6,5.66666666666667,5,"1","incorrect","0","0","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,6,7,6,5,6,6,6,6,6,6,"Campaign for a better Britain",5
392,"0","1","0","1","0","advert.3","0",6,4.75,5.33333333333333,5,"1","incorrect","0","0","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,6,7,5,5,6,5,5,5,4,6,"Campaign for a better Britain",5
392,"0","1","0","1","0","advert.4","1",5,4,3.66666666666667,5,"1","incorrect","0","0","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,5,6,6,3,3,5,4,4,4,4,5.5,"Campaign for a better Britain",5
393,"0","1","0","1","1","advert.1","0",6,4,3,4,"1","incorrect","0","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","I do not identify with any political party",51,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",6,6,6,6,6,3,3,3,4,4,5,3,6,"Campaign for a better Britain",1
393,"0","1","0","1","1","advert.2","1",2.5,5.25,2,6,"1","incorrect","0","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","I do not identify with any political party",51,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,3,6,6,2,1,3,4,6,7,4,4.25,"Campaign for a better Britain",1
393,"0","1","0","1","1","advert.3","0",1.5,6.25,2.33333333333333,6,"1","incorrect","0","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","I do not identify with any political party",51,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,6,2,6,5,2,2,3,6,6,7,6,3.75,"Campaign for a better Britain",1
393,"0","1","0","1","1","advert.4","1",6,4.5,6,4,"1","incorrect","0","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","I do not identify with any political party",51,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",6,6,6,7,7,6,6,6,4,6,6,2,6.25,"Campaign for a better Britain",1
394,"0","1","1","0","1","advert.1","0",7,3.5,3,5,"2","correct","1","0","0","0","0","0","0","0",2,"Not sure","None, No time at all ","2-5 times a day","Reform UK",68,"Male","Other, please specify","White",7,7,7,7,7,3,2,4,2,5,5,2,7,"Common Sense Collective",2
394,"0","1","1","0","1","advert.2","1",7,2,4.33333333333333,3,"2","correct","1","0","0","0","0","0","0","0",2,"Not sure","None, No time at all ","2-5 times a day","Reform UK",68,"Male","Other, please specify","White",7,7,7,7,7,5,2,6,1,3,3,1,7,"Common Sense Collective",2
394,"0","1","1","0","1","advert.3","1",6,2.75,4,4,"2","correct","1","0","0","0","0","0","0","0",2,"Not sure","None, No time at all ","2-5 times a day","Reform UK",68,"Male","Other, please specify","White",7,7,5,6,7,1,5,6,2,3,5,1,6.25,"Common Sense Collective",2
394,"0","1","1","0","1","advert.4","0",6.5,5.5,4.66666666666667,5,"2","correct","1","0","0","0","0","0","0","0",2,"Not sure","None, No time at all ","2-5 times a day","Reform UK",68,"Male","Other, please specify","White",6,7,7,6,7,5,3,6,6,5,6,5,6.5,"Common Sense Collective",2
395,"1","0","1","0","0","advert.1","1",4,4.25,5,5,"2","correct","0","0","0","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",46,"Female","A-level, or equivalent","White",4,7,4,7,7,5,5,5,4,5,5,3,5.5,"Campaign for a better Britain",1
395,"1","0","1","0","0","advert.2","0",2,6,5,6,"2","correct","0","0","0","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",46,"Female","A-level, or equivalent","White",2,7,2,7,7,5,5,5,6,6,6,6,4.5,"Campaign for a better Britain",1
395,"1","0","1","0","0","advert.3","1",5,6,7,7,"2","correct","0","0","0","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",46,"Female","A-level, or equivalent","White",5,7,5,7,7,7,7,7,6,6,6,6,6,"Campaign for a better Britain",1
395,"1","0","1","0","0","advert.4","0",1,4.25,2,5,"2","correct","0","0","0","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",46,"Female","A-level, or equivalent","White",1,7,1,6,7,2,2,2,5,4,5,3,3.75,"Campaign for a better Britain",1
396,"1","0","0","1","0","advert.1","1",5,5.5,4.66666666666667,6,"1","incorrect","1","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Labour",52,"Female","GCSE level, or equivalent","White",5,6,5,6,5,5,5,4,6,6,6,4,5.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
396,"1","0","0","1","0","advert.2","0",4.5,4.5,3,6,"1","incorrect","1","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Labour",52,"Female","GCSE level, or equivalent","White",5,6,4,6,6,3,3,3,4,5,6,3,5.25,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
396,"1","0","0","1","0","advert.3","0",1,6.5,2.33333333333333,7,"1","incorrect","1","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Labour",52,"Female","GCSE level, or equivalent","White",1,2,1,4,5,3,2,2,6,7,7,6,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
396,"1","0","0","1","0","advert.4","1",2.5,4.5,6,5,"1","incorrect","1","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Labour",52,"Female","GCSE level, or equivalent","White",2,6,3,6,6,6,6,6,4,4,5,5,4.25,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
397,"0","1","0","1","0","advert.1","0",5,5.5,3.33333333333333,7,"2","correct","0","1","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Labour",53,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,4,5,5,3,2,5,5,6,7,4,5.5,"Breaking Barriers Alliance,Campaign for a better Britain",4
397,"0","1","0","1","0","advert.2","1",7,5,3.33333333333333,6,"2","correct","0","1","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Labour",53,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,5,7,7,6,3,3,4,5,6,6,3,6.5,"Breaking Barriers Alliance,Campaign for a better Britain",4
397,"0","1","0","1","0","advert.3","0",2.5,4.5,2.33333333333333,7,"2","correct","0","1","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Labour",53,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,4,3,5,4,2,2,3,4,4,6,4,3.5,"Breaking Barriers Alliance,Campaign for a better Britain",4
397,"0","1","0","1","0","advert.4","1",6.5,3.75,1.33333333333333,5,"2","correct","0","1","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Labour",53,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,7,6,7,7,1,1,2,4,4,5,2,6.75,"Breaking Barriers Alliance,Campaign for a better Britain",4
398,"0","1","1","0","1","advert.1","0",4,1,5,1,"Not sure","incorrect","0","0","0","0","0","0","0","0",4,"Not sure","1 to 2 hours ","Once a day	","Conservative",64,"Female","GCSE level, or equivalent","White",4,6,4,6,7,5,5,5,1,1,1,1,5,"",1
398,"0","1","1","0","1","advert.2","1",4,1,5,1,"Not sure","incorrect","0","0","0","0","0","0","0","0",4,"Not sure","1 to 2 hours ","Once a day	","Conservative",64,"Female","GCSE level, or equivalent","White",4,7,4,7,7,5,5,5,1,1,1,1,5.5,"",1
398,"0","1","1","0","1","advert.3","1",4,2,5.66666666666667,1,"Not sure","incorrect","0","0","0","0","0","0","0","0",4,"Not sure","1 to 2 hours ","Once a day	","Conservative",64,"Female","GCSE level, or equivalent","White",4,7,4,7,6,6,6,5,2,2,2,2,5.5,"",1
398,"0","1","1","0","1","advert.4","0",3,3.75,6,4,"Not sure","incorrect","0","0","0","0","0","0","0","0",4,"Not sure","1 to 2 hours ","Once a day	","Conservative",64,"Female","GCSE level, or equivalent","White",3,6,3,4,4,6,6,6,3,3,3,6,4,"",1
399,"1","0","1","0","1","advert.1","1",3.5,2.5,5.66666666666667,2,"1","incorrect","1","0","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","I do not identify with any political party",59,"Female","A-level, or equivalent","White",5,7,2,7,7,6,6,5,1,2,5,2,5.25,"Common Sense Collective",5
399,"1","0","1","0","1","advert.2","0",1.5,2.25,1,4,"1","incorrect","1","0","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","I do not identify with any political party",59,"Female","A-level, or equivalent","White",2,6,1,7,7,1,1,1,1,3,4,1,4,"Common Sense Collective",5
399,"1","0","1","0","1","advert.3","1",1,4.75,1,6,"1","incorrect","1","0","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","I do not identify with any political party",59,"Female","A-level, or equivalent","White",1,7,1,7,7,1,1,1,2,6,6,5,4,"Common Sense Collective",5
399,"1","0","1","0","1","advert.4","0",1,3.75,3.33333333333333,5,"1","incorrect","1","0","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","I do not identify with any political party",59,"Female","A-level, or equivalent","White",1,7,1,6,6,5,3,2,3,5,5,2,3.75,"Common Sense Collective",5
400,"0","1","0","1","1","advert.1","0",3,7,3,4,"Not sure","incorrect","0","0","0","1","0","0","1","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",3,5,3,4,6,3,3,3,7,7,7,7,3.75,"Voice for the People,Campaign for a better Britain",1
400,"0","1","0","1","1","advert.2","1",1,1,2,2,"Not sure","incorrect","0","0","0","1","0","0","1","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",1,3,1,3,6,2,2,2,1,1,1,1,2,"Voice for the People,Campaign for a better Britain",1
400,"0","1","0","1","1","advert.3","0",1,1,3.66666666666667,5,"Not sure","incorrect","0","0","0","1","0","0","1","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",1,5,1,2,6,3,5,3,1,1,1,1,2.25,"Voice for the People,Campaign for a better Britain",1
400,"0","1","0","1","1","advert.4","1",3,1,3.33333333333333,5,"Not sure","incorrect","0","0","0","1","0","0","1","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",2,5,4,6,5,2,5,3,1,1,1,1,4.25,"Voice for the People,Campaign for a better Britain",1
401,"0","1","0","1","1","advert.1","0",5.5,2.75,6.66666666666667,5,"2","correct","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,6,7,7,7,6,7,3,3,4,1,6.25,"Common Sense Collective,Campaign for a better Britain",1
401,"0","1","0","1","1","advert.2","1",7,1.75,5.66666666666667,4,"2","correct","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,7,7,7,7,5,5,7,2,2,2,1,7,"Common Sense Collective,Campaign for a better Britain",1
401,"0","1","0","1","1","advert.3","0",1.5,4,3.33333333333333,6,"2","correct","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,4,2,5,7,2,2,6,4,5,6,1,3,"Common Sense Collective,Campaign for a better Britain",1
401,"0","1","0","1","1","advert.4","1",2,3.25,6,3,"2","correct","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,3,7,7,6,6,6,4,3,4,2,4.5,"Common Sense Collective,Campaign for a better Britain",1
402,"1","0","0","1","0","advert.1","1",4,3.5,5.33333333333333,4,"3","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",37,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",6,6,2,6,7,6,6,4,4,4,4,2,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
402,"1","0","0","1","0","advert.2","0",1,3.5,4.33333333333333,4,"3","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",37,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,6,1,6,7,6,5,2,4,4,4,2,3.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
402,"1","0","0","1","0","advert.3","0",3.5,4,3.66666666666667,5,"3","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",37,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",6,6,1,7,5,4,5,2,4,4,5,3,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
402,"1","0","0","1","0","advert.4","1",1,4.75,5.33333333333333,4,"3","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",37,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,7,1,5,7,6,5,5,5,4,5,5,3.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
403,"0","1","0","1","1","advert.1","0",5,2,3.33333333333333,3,"1","incorrect","1","0","1","0","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",48,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,4,6,6,3,3,4,2,2,2,2,5.5,"Common Sense Collective,Speak Freely Inc.",1
403,"0","1","0","1","1","advert.2","1",2,2.75,3.66666666666667,4,"1","incorrect","1","0","1","0","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",48,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,7,7,4,4,3,3,3,3,2,4.5,"Common Sense Collective,Speak Freely Inc.",1
403,"0","1","0","1","1","advert.3","0",4,4.5,4.66666666666667,5,"1","incorrect","1","0","1","0","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",48,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,2,6,6,5,4,5,4,5,5,4,5,"Common Sense Collective,Speak Freely Inc.",1
403,"0","1","0","1","1","advert.4","1",2.5,2.75,3.66666666666667,4,"1","incorrect","1","0","1","0","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",48,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,3,6,7,3,3,5,3,3,3,2,4.25,"Common Sense Collective,Speak Freely Inc.",1
404,"1","0","1","0","0","advert.1","1",6,3.25,5.66666666666667,4,"3","incorrect","0","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","I do not identify with any political party",74,"Female","A-level, or equivalent","White",6,6,6,6,6,6,5,6,3,4,3,3,6,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4
404,"1","0","1","0","0","advert.2","0",4,2.25,6,4,"3","incorrect","0","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","I do not identify with any political party",74,"Female","A-level, or equivalent","White",4,6,4,6,6,6,6,6,2,3,2,2,5,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4
404,"1","0","1","0","0","advert.3","1",3.5,3.25,2.66666666666667,4,"3","incorrect","0","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","I do not identify with any political party",74,"Female","A-level, or equivalent","White",4,6,3,6,4,3,2,3,2,4,4,3,4.75,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4
404,"1","0","1","0","0","advert.4","0",5,4,4.66666666666667,4,"3","incorrect","0","1","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","I do not identify with any political party",74,"Female","A-level, or equivalent","White",5,6,5,6,6,5,4,5,4,4,4,4,5.5,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4
405,"1","0","1","0","0","advert.1","1",4,3.5,6.33333333333333,4,"2","correct","0","0","0","1","0","0","0","0",4,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","More than five times a day	","Labour",57,"Male","GCSE level, or equivalent","White",7,7,1,7,7,6,6,7,2,4,4,4,5.5,"Campaign for a better Britain",2
405,"1","0","1","0","0","advert.2","0",4,6.25,7,7,"2","correct","0","0","0","1","0","0","0","0",4,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","More than five times a day	","Labour",57,"Male","GCSE level, or equivalent","White",7,7,1,7,7,7,7,7,7,7,7,4,5.5,"Campaign for a better Britain",2
405,"1","0","1","0","0","advert.3","1",1,7,5.66666666666667,7,"2","correct","0","0","0","1","0","0","0","0",4,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","More than five times a day	","Labour",57,"Male","GCSE level, or equivalent","White",1,7,1,7,7,5,5,7,7,7,7,7,4,"Campaign for a better Britain",2
405,"1","0","1","0","0","advert.4","0",1,1.75,7,4,"2","correct","0","0","0","1","0","0","0","0",4,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","More than five times a day	","Labour",57,"Male","GCSE level, or equivalent","White",1,7,1,7,7,7,7,7,1,4,1,1,4,"Campaign for a better Britain",2
407,"1","0","1","0","0","advert.1","1",3,4,3,4,"3","incorrect","1","0","0","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once every couple of days	","Labour",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,3,6,6,3,3,3,4,5,5,2,4.5,"Common Sense Collective",1
407,"1","0","1","0","0","advert.2","0",3,3.75,3,6,"3","incorrect","1","0","0","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once every couple of days	","Labour",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,3,7,6,3,3,3,3,5,5,2,4.75,"Common Sense Collective",1
407,"1","0","1","0","0","advert.3","1",3,5.5,5.66666666666667,6,"3","incorrect","1","0","0","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once every couple of days	","Labour",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,3,6,6,6,5,6,5,6,6,5,4.5,"Common Sense Collective",1
